country,region,stocklong,Common.name,Species.name,dollar_per_tonne,Lat,long,SSTmeanBO,HADISSTmean.5yr,HADISSTtrend.50yr.coef
USA,Aleutian Islands,Pacific cod_Aleutian Islands,Pacific cod,Gadus macrocephalus,1650,52,-173,5.632728,6.672518849,0.015772876
USA,Bering Sea,Pacific cod_Bering Sea,Pacific cod,Gadus macrocephalus,1650,60,-177,3.313078,4.205911585,0.015954403
USA,Gulf of Alaska,Pacific cod_Gulf of Alaska,Pacific cod,Gadus macrocephalus,1650,59,-140,8.871789,9.891486446,0.023649348
USA,Pacific Coast,Pacific hake_Pacific Coast,Pacific hake,Merluccius productus,1650,44,-125,12.160025,13.23429146,0.004451984
USA,Pacific Coast / Alaska,Pacific halibut_Pacific Coast / Alaska,Pacific halibut,Hippoglossus stenolepis,2700,47,-125,11.801855,12.4061886,0.0062042
USA,Bering Sea / Aleutian Islands,Pacific ocean perch_Bering Sea / Aleutian Islands,Pacific ocean perch,Sebastes alutus,2850,55,-168,5.452521,6.46812108,0.015490059
USA,Gulf of Alaska,Pacific ocean perch_Gulf of Alaska,Pacific ocean perch,Sebastes alutus,2850,59,-140,8.871789,9.891486446,0.023649348
USA,Pacific Coast,Pacific ocean perch_Pacific Coast,Pacific ocean perch,Sebastes alutus,2850,44,-125,12.160025,13.23429146,0.004451984
USA,US West Coast,Pacific sardine Pacific Coast,Pacific sardine,Sardinops sagax,660,43,-125,11.846217,13.21467204,0.001600358
USA,Northern Subpopulation,Pacific sardine_Northern Subpopulation,Pacific sardine,Sardinops sagax,660,36,-122,13.176954,14.81401763,-0.00497508
USA,Pacific Coast,Petrale sole_Pacific Coast,Petrale sole,Eopsetta jordani,2700,44,-125,12.160025,13.23429146,0.004451984
USA,Gulf of Mexico,Pink shrimp_Gulf of Mexico,Pink shrimp,Farfantepenaeus duorarum,4100,25,-91,26.447464,26.75147823,0.014300605
USA,Gulf of Maine / Georges Bank,Pollock_Gulf of Maine / Georges Bank,Pollock,Pollachius virens,1650,43,-68,10.592442,10.28017723,0.01830493
USA,Bristol Bay,Red king crab_Bristol Bay,Red king crab,Paralithodes camtschaticus,4150,58,-160,4.047843,6.213126007,0.019660533
USA,Norton Sound,Red king crab_Norton Sound,Red king crab,Paralithodes camtschaticus,4150,64,-164,3.457354,3.985779472,0.022851946
USA,Southern Atlantic Coast,Red porgy_Southern Atlantic Coast,Red porgy,Pagrus pagrus,2950,26,-80,27.220562,26.98265139,0.002638476
USA,Gulf of Alaska,Rex sole Gulf of Alaska,Rex sole,Glyptocephalus zachirus,2700,59,-140,8.871789,9.891486446,0.023649348
USA,Bering Sea,Rougheye rockfish Bering Sea and Aleutian Islands,Rougheye rockfish,Sebastes aleutianus,2850,56,-167,5.214809,6.073719672,0.014417116
USA,Gulf of Alaska,Rougheye rockfish Gulf of Alaska,Rougheye rockfish,Sebastes aleutianus,2850,59,-140,8.871789,9.891486446,0.023649348
USA,Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Sablefish_Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Sablefish,Anoplopoma fimbria,2850,62,-174,2,3.285648499,0.015249658
USA,Pacific Coast,Sablefish_Pacific Coast,Sablefish,Anoplopoma fimbria,2850,44,-125,12.160025,13.23429146,0.004451984
USA,Gulf of Alaska,Sculpin Complex_Gulf of Alaska,Sculpin Complex,Cottidae?,2850,59,-140,8.871789,9.891486446,0.023649348
USA,Atlantic Coast,Scup_Atlantic Coast,Scup,Stenotomus chrysops,2950,40,-73,14.434428,14.63907894,0.032282171
USA,Northwestern Atlantic Coast,Sea scallop_Northwestern Atlantic Coast,Sea scallop,Pectinidae,2500,42,-67,10.796224,10.96770225,0.02282847
USA,Bering Sea / Aleutian Islands,Shortraker rockfish_Bering Sea / Aleutian Islands,Shortraker rockfish,Sebastes borealis,2850,55,-168,5.452521,6.46812108,0.015490059
USA,Gulf of Alaska,Shortspine thornyhead_Gulf of Alaska,Shortspine thornyhead,Sebastolobus alascanus,2850,59,-140,8.871789,9.891486446,0.023649348
USA,Pacific Coast,Shortspine thornyhead_Pacific Coast,Shortspine thornyhead,Sebastolobus alascanus,2850,44,-125,12.160025,13.23429146,0.004451984
USA,Bering Sea,Snow crab_Bering Sea,Snow crab,Chionoecetes opilio,4150,60,-177,3.313078,4.205911585,0.015954403
USA,US Southeast and Gulf,Snowy grouper Southern Atlantic coast,Snowy grouper,Hyporthodus niveatus,2850,26,-80,27.220562,26.98265139,0.002638476
USA,Bering Sea,Southern Tanner crab_Bering Sea,Southern Tanner crab,Chionoecetes bairdi,4150,60,-177,3.313078,4.205911585,0.015954403
USA,US Southeast and Gulf,Spanish mackerel Southern Atlantic coast,Spanish mackerel,Scomberomorus maculatus,640,23,-83,27.699514,27.80567811,0.006951322
USA,Atlantic Coast,Spiny dogfish_Atlantic Coast,Spiny dogfish,Squalus acanthias,1200,40,-73,14.434428,14.63907894,0.032282171
USA,US East Coast,Striped bass Gulf of Maine / Cape Hatteras,Striped bass,Morone saxatilis,2950,39,-73,16.123133,15.27599568,0.033644994
USA,Mid-Atlantic Coast,Summer flounder_Mid-Atlantic Coast,Summer flounder,Paralichthys dentatus,2700,32,-79,25.453394,24.26335958,0.005154014
USA,North Atlantic,Swordfish_North Atlantic,Swordfish,Xiphias gladius,1500,40,-37,19.305424,19.41510312,0.018108627
USA,US Alaska,Tanner crab Bering Sea and Aleutian Islands,Tanner crab,Chionoecetes spp.,4150,56,-167,5.214809,6.073719672,0.014417116
USA,Mid-Atlantic Coast,Tilefish_Mid-Atlantic Coast,Tilefish,Lopholatilus chamaeleonticeps,2850,32,-79,25.453394,24.26335958,0.005154014
USA,Aleutian Islands,Walleye pollock_Aleutian Islands,Walleye pollock,Theragra chalcogramma,1650,52,-173,5.632728,6.672518849,0.015772876
USA,Bogoslof,Walleye pollock_Bogoslof,Walleye pollock,Theragra chalcogramma,1650,54,-168,5.43238,6.75911204,0.01681771
USA,Eastern Bering Sea,Walleye pollock_Eastern Bering Sea,Walleye pollock,Theragra chalcogramma,1650,62,-174,2,3.285648499,0.015249658
USA,Western / Central / West Yakutat Gulf of Alaska,Walleye pollock_Western / Central / West Yakutat Gulf of Alaska,Walleye pollock,Theragra chalcogramma,1650,60,-145,8.112231,9.955710642,0.025042331
USA,Gulf of Maine / Georges Bank,White hake_Gulf of Maine / Georges Bank,White hake,Urophycis tenuis,1650,43,-68,10.592442,10.28017723,0.01830493
USA,Gulf of Mexico,White shrimp_Gulf of Mexico,White shrimp,Litopenaeus setiferus,4100,25,-91,26.447464,26.75147823,0.014300605
USA,Pacific Coast,Widow rockfish_Pacific Coast,Widow rockfish,Sebastes entomelas,2850,44,-125,12.160025,13.23429146,0.004451984
USA,Georges Bank,Winter flounder_Georges Bank,Winter flounder,Pseudopleuronectes americanus,2700,41,-69,11.669976,12.55703757,0.026714165
USA,Gulf of Maine,Winter flounder_Gulf of Maine,Winter flounder,Pseudopleuronectes americanus,2700,43,-68,10.592442,10.28017723,0.01830493
USA,Southern New England / Mid-Atlantic,Winter flounder_Southern New England / Mid-Atlantic,Winter flounder,Pseudopleuronectes americanus,2700,43,-69,10.921618,10.78217102,0.017629891
USA,Northwestern Atlantic Coast,Witch flounder_Northwestern Atlantic Coast,Witch flounder,Glyptocephalus cynoglossus,2700,42,-67,10.796224,10.96770225,0.02282847
USA,Pacific Coast,Yelloweye rockfish_Pacific Coast,Yelloweye rockfish,Sebastes ruberrimus,2850,44,-125,12.160025,13.23429146,0.004451984
USA,Bering Sea / Aleutian Islands,Yellowfin sole_Bering Sea / Aleutian Islands,Yellowfin sole,Limanda aspera,2700,55,-168,5.452521,6.46812108,0.015490059
USA,Cape Cod / Gulf of Maine,Yellowtail flounder_Cape Cod / Gulf of Maine,Yellowtail flounder,Limanda ferruginea,2700,43,-68,10.592442,10.28017723,0.01830493
USA,Georges Bank,Yellowtail flounder_Georges Bank,Yellowtail flounder,Limanda ferruginea,2700,41,-69,11.669976,12.55703757,0.026714165
USA,Southern New England / Mid-Atlantic,Yellowtail flounder_Southern New England / Mid-Atlantic,Yellowtail flounder,Limanda ferruginea,2700,43,-69,10.921618,10.78217102,0.017629891
